商品编号,商品名称,品牌,价格（元）,原价（元）,折扣率,月销量,累计评价数,好评率,鞋面材质,鞋底材质,闭合方式,风格,适用季节,用户年龄,用户性别,用户所在省份,是否PLUS会员,下单时间（小时）,是否退货
274772093,鸿星尔克简约百搭夏季透气,鸿星尔克,150,185,81,1119,859,95,布面材质,TPR鞋底,拉链鞋款,简约百搭,夏季透气,53,女,江苏省,否,21,否
407886897,鸿星尔克简约百搭四季通用,鸿星尔克,99,155,64,979,1904,97,超纤皮鞋,PU中底,魔术贴鞋,简约百搭,四季通用,50,女,安徽省,否,20,否
906508855,斯凯奇潮日常休闲秋季百搭,斯凯奇潮,99,136,73,33,626,90,合成革鞋,橡胶大底,套脚款式,日常休闲,秋季百搭,37,男,湖北省,是,20,否
341703940,其他品牌工装硬朗春季新款,其他品牌,104,170,61,4949,2317,95,真皮柔软,MD发泡底,拉链鞋款,工装硬朗,春季新款,49,女,浙江省,是,5,是
102367911,京东京造日常休闲四季通用,京东京造,99,148,67,3644,1240,98,混合材质,TPR鞋底,系带设计,日常休闲,四季通用,49,男,浙江省,是,17,否
252385625,回力经典工装硬朗春季新款,回力经典,111,141,79,79,1084,85,高端飞织,TPR鞋底,松紧带鞋,工装硬朗,春季新款,42,女,江苏省,是,19,是
984962457,回力经典日常休闲四季通用,回力经典,99,162,61,912,2877,93,布面材质,混合鞋底,拉链鞋款,日常休闲,四季通用,49,男,河北省,否,13,否
838573712,其他品牌复古潮鞋四季通用,其他品牌,134,140,96,1217,844,93,合成革鞋,PU中底,套脚款式,复古潮鞋,四季通用,42,女,浙江省,是,21,否
372242139,李宁休闲日常休闲秋季百搭,李宁休闲,194,298,65,34,192,99,合成革鞋,TPR鞋底,套脚款式,日常休闲,秋季百搭,53,男,安徽省,是,14,否
455540061,其他品牌日常休闲四季通用,其他品牌,241,271,89,395,3253,91,合成革鞋,橡胶大底,魔术贴鞋,日常休闲,四季通用,48,男,山东省,否,9,否
496061514,京东京造运动休闲冬季保暖,京东京造,124,144,86,845,540,90,网布透气,MD发泡底,系带设计,运动休闲,冬季保暖,53,女,福建省,是,6,是
368376901,特步男鞋工装硬朗冬季保暖,特步男鞋,183,277,66,649,5061,91,超纤皮鞋,PU中底,套脚款式,工装硬朗,冬季保暖,41,女,浙江省,是,6,是
642171546,回力经典简约百搭秋季百搭,回力经典,99,115,86,1444,75,89,高端飞织,EVA轻底,套脚款式,简约百搭,秋季百搭,62,男,河北省,否,23,是
474610973,京东京造潮流高街夏季透气,京东京造,151,290,52,888,608,92,合成革鞋,MD发泡底,魔术贴鞋,潮流高街,夏季透气,43,女,河南省,是,12,是
247958007,京东京造工装硬朗冬季保暖,京东京造,133,155,86,1398,762,94,合成革鞋,PU中底,松紧带鞋,工装硬朗,冬季保暖,41,女,河南省,是,8,是
289361697,安踏运动日常休闲四季通用,安踏运动,162,176,92,8,568,93,合成革鞋,PU中底,魔术贴鞋,日常休闲,四季通用,49,女,安徽省,是,19,否
278164193,安踏运动运动休闲四季通用,安踏运动,156,190,82,595,2495,96,混合材质,EVA轻底,松紧带鞋,运动休闲,四季通用,43,男,广东省,否,22,否
340765011,回力经典户外机能冬季保暖,回力经典,99,134,74,1400,959,98,飞织面料,TPR鞋底,松紧带鞋,户外机能,冬季保暖,35,男,安徽省,是,8,是
392719315,耐克潮流潮流高街夏季透气,耐克潮流,99,99,100,36,3155,96,超纤皮鞋,TPR鞋底,松紧带鞋,潮流高街,夏季透气,46,男,福建省,否,13,否
885848994,斯凯奇潮复古潮鞋春季新款,斯凯奇潮,120,140,86,1462,2554,90,网布透气,混合鞋底,拉链鞋款,复古潮鞋,春季新款,47,男,山东省,是,11,是
402087040,京东京造运动休闲春季新款,京东京造,103,175,59,849,436,92,布面材质,混合鞋底,拉链鞋款,运动休闲,春季新款,48,女,湖北省,是,12,是
851528714,回力经典潮流高街秋季百搭,回力经典,139,178,78,427,915,90,布面材质,EVA轻底,松紧带鞋,潮流高街,秋季百搭,51,女,安徽省,否,20,否
970618671,京东京造日常休闲四季通用,京东京造,149,175,85,1297,605,92,高端飞织,EVA轻底,魔术贴鞋,日常休闲,四季通用,38,女,广东省,否,12,是
499694151,回力经典潮流高街夏季透气,回力经典,246,324,76,15,3769,93,混合材质,混合鞋底,拉链鞋款,潮流高街,夏季透气,58,男,浙江省,否,23,否
926587136,特步男鞋潮流高街夏季透气,特步男鞋,99,112,88,7,304,100,布面材质,PU中底,松紧带鞋,潮流高街,夏季透气,56,男,江苏省,是,21,是
374932009,京东京造潮流高街四季通用,京东京造,246,304,81,97,3272,92,飞织面料,MD发泡底,系带设计,潮流高街,四季通用,33,女,河北省,否,2,是
814698809,阿迪达斯户外机能夏季透气,阿迪达斯,99,187,53,1309,322,90,飞织面料,橡胶大底,系带设计,户外机能,夏季透气,36,女,山东省,是,12,是
441395262,其他品牌潮流高街四季通用,其他品牌,119,127,94,1166,2426,91,布面材质,EVA轻底,魔术贴鞋,潮流高街,四季通用,40,女,四川省,否,22,否
704718584,耐克潮流运动休闲夏季透气,耐克潮流,230,460,50,1036,2590,94,高端飞织,橡胶大底,魔术贴鞋,运动休闲,夏季透气,56,女,湖北省,是,20,是
508190053,耐克潮流日常休闲夏季透气,耐克潮流,99,104,95,551,4210,92,布面材质,TPR鞋底,魔术贴鞋,日常休闲,夏季透气,54,女,安徽省,否,10,否
621513014,阿迪达斯复古潮鞋冬季保暖,阿迪达斯,219,413,53,35,3587,92,飞织面料,MD发泡底,套脚款式,复古潮鞋,冬季保暖,60,男,山东省,否,20,否
991724813,特步男鞋日常休闲春季新款,特步男鞋,205,281,73,1223,76,95,网布透气,MD发泡底,魔术贴鞋,日常休闲,春季新款,48,女,四川省,否,17,否
735669896,斯凯奇潮潮流高街春季新款,斯凯奇潮,138,238,58,3,6528,95,高端飞织,混合鞋底,魔术贴鞋,潮流高街,春季新款,42,女,山东省,是,23,否
855136638,阿迪达斯日常休闲夏季透气,阿迪达斯,99,183,54,9,935,93,超纤皮鞋,橡胶大底,套脚款式,日常休闲,夏季透气,44,男,浙江省,否,10,是
336354934,京东京造潮流高街秋季百搭,京东京造,153,259,59,459,3391,93,超纤皮鞋,MD发泡底,松紧带鞋,潮流高街,秋季百搭,44,男,湖北省,否,3,否
413023907,京东京造日常休闲夏季透气,京东京造,99,119,83,435,8513,87,真皮柔软,橡胶大底,系带设计,日常休闲,夏季透气,46,男,河北省,是,5,是
555034101,京东京造户外机能四季通用,京东京造,216,322,67,47,906,95,合成革鞋,PU中底,套脚款式,户外机能,四季通用,47,女,浙江省,否,22,是
310873516,特步男鞋简约百搭冬季保暖,特步男鞋,99,99,100,457,148,94,飞织面料,EVA轻底,套脚款式,简约百搭,冬季保暖,46,男,河南省,否,23,否
405349577,京东京造日常休闲冬季保暖,京东京造,133,233,57,1356,1492,96,布面材质,混合鞋底,松紧带鞋,日常休闲,冬季保暖,49,男,湖北省,是,21,是
562768454,耐克潮流潮流高街冬季保暖,耐克潮流,107,155,69,175,349,91,混合材质,混合鞋底,魔术贴鞋,潮流高街,冬季保暖,37,男,广东省,是,21,是
355321949,耐克潮流复古潮鞋夏季透气,耐克潮流,156,193,81,91,689,91,高端飞织,PU中底,系带设计,复古潮鞋,夏季透气,46,女,四川省,否,23,否
924360689,京东京造复古潮鞋秋季百搭,京东京造,99,148,67,1027,219,88,超纤皮鞋,橡胶大底,松紧带鞋,复古潮鞋,秋季百搭,41,女,浙江省,是,0,是
534046982,耐克潮流简约百搭春季新款,耐克潮流,187,340,55,1231,2538,97,飞织面料,TPR鞋底,魔术贴鞋,简约百搭,春季新款,44,女,河南省,是,21,否
408038216,斯凯奇潮工装硬朗冬季保暖,斯凯奇潮,405,422,96,4063,4556,96,合成革鞋,混合鞋底,松紧带鞋,工装硬朗,冬季保暖,40,女,福建省,否,7,否
226933662,鸿星尔克潮流高街春季新款,鸿星尔克,152,160,95,3392,166,92,合成革鞋,MD发泡底,套脚款式,潮流高街,春季新款,38,男,福建省,是,14,是
975378024,京东京造简约百搭冬季保暖,京东京造,99,104,95,536,2077,90,高端飞织,PU中底,拉链鞋款,简约百搭,冬季保暖,43,女,河南省,否,3,否
237095380,京东京造日常休闲冬季保暖,京东京造,99,134,74,1486,310,90,混合材质,EVA轻底,套脚款式,日常休闲,冬季保暖,51,女,四川省,是,12,是
629473831,安踏运动复古潮鞋冬季保暖,安踏运动,99,130,76,831,2748,90,合成革鞋,TPR鞋底,拉链鞋款,复古潮鞋,冬季保暖,56,男,广东省,是,21,否
612469371,斯凯奇潮日常休闲冬季保暖,斯凯奇潮,107,134,80,3601,1232,87,高端飞织,橡胶大底,松紧带鞋,日常休闲,冬季保暖,60,男,江苏省,否,11,是
455557877,特步男鞋日常休闲四季通用,特步男鞋,163,212,77,32,20727,97,高端飞织,混合鞋底,拉链鞋款,日常休闲,四季通用,46,男,安徽省,是,23,是
589751071,耐克潮流复古潮鞋冬季保暖,耐克潮流,171,192,89,547,666,90,超纤皮鞋,橡胶大底,拉链鞋款,复古潮鞋,冬季保暖,37,女,河北省,是,23,否
291839111,耐克潮流简约百搭冬季保暖,耐克潮流,99,124,80,20,16536,86,飞织面料,EVA轻底,松紧带鞋,简约百搭,冬季保暖,59,女,安徽省,否,8,否
735778868,京东京造简约百搭秋季百搭,京东京造,99,119,83,3641,2185,95,高端飞织,EVA轻底,套脚款式,简约百搭,秋季百搭,58,男,湖北省,是,10,否
306623769,回力经典复古潮鞋四季通用,回力经典,99,99,100,848,1556,96,合成革鞋,EVA轻底,系带设计,复古潮鞋,四季通用,42,女,安徽省,否,13,否
838418248,鸿星尔克运动休闲春季新款,鸿星尔克,148,151,98,786,1877,93,混合材质,混合鞋底,松紧带鞋,运动休闲,春季新款,43,男,安徽省,否,21,否
518703510,鸿星尔克日常休闲秋季百搭,鸿星尔克,202,227,89,2858,897,93,超纤皮鞋,橡胶大底,拉链鞋款,日常休闲,秋季百搭,45,女,福建省,否,9,是
102959493,耐克潮流工装硬朗夏季透气,耐克潮流,312,318,98,3627,738,92,混合材质,PU中底,套脚款式,工装硬朗,夏季透气,60,女,湖北省,是,8,否
338601484,李宁休闲运动休闲四季通用,李宁休闲,124,214,58,970,727,96,混合材质,混合鞋底,魔术贴鞋,运动休闲,四季通用,29,女,山东省,是,2,是
125517813,李宁休闲运动休闲冬季保暖,李宁休闲,133,155,86,35,1905,90,高端飞织,混合鞋底,松紧带鞋,运动休闲,冬季保暖,50,男,广东省,否,22,是
105280537,特步男鞋潮流高街四季通用,特步男鞋,130,149,87,793,5128,91,合成革鞋,橡胶大底,套脚款式,潮流高街,四季通用,34,男,山东省,否,22,是
936793956,李宁休闲复古潮鞋冬季保暖,李宁休闲,125,184,68,891,3920,100,超纤皮鞋,混合鞋底,系带设计,复古潮鞋,冬季保暖,43,女,安徽省,否,6,否
953126627,李宁休闲户外机能春季新款,李宁休闲,99,119,83,48,3512,97,真皮柔软,PU中底,魔术贴鞋,户外机能,春季新款,56,女,湖北省,否,9,否
336365602,鸿星尔克潮流高街四季通用,鸿星尔克,261,287,91,4972,1064,90,网布透气,TPR鞋底,松紧带鞋,潮流高街,四季通用,44,男,福建省,是,5,是
361146965,其他品牌运动休闲冬季保暖,其他品牌,99,152,65,539,2276,96,合成革鞋,EVA轻底,系带设计,运动休闲,冬季保暖,48,女,河南省,否,22,是
672081414,鸿星尔克运动休闲夏季透气,鸿星尔克,186,224,83,3585,539,86,合成革鞋,TPR鞋底,拉链鞋款,运动休闲,夏季透气,45,男,安徽省,否,14,是
724064159,其他品牌复古潮鞋夏季透气,其他品牌,197,226,87,796,6042,95,布面材质,混合鞋底,魔术贴鞋,复古潮鞋,夏季透气,44,男,安徽省,是,7,是
390182912,鸿星尔克复古潮鞋冬季保暖,鸿星尔克,251,285,88,1085,598,96,高端飞织,TPR鞋底,系带设计,复古潮鞋,冬季保暖,54,男,四川省,否,16,否
614069190,鸿星尔克工装硬朗四季通用,鸿星尔克,117,124,94,862,776,100,布面材质,PU中底,魔术贴鞋,工装硬朗,四季通用,37,女,河北省,否,9,是
933691803,特步男鞋运动休闲春季新款,特步男鞋,99,174,57,746,60,91,混合材质,PU中底,拉链鞋款,运动休闲,春季新款,51,女,湖北省,否,3,否
821973536,耐克潮流工装硬朗夏季透气,耐克潮流,166,187,89,1176,3497,90,网布透气,EVA轻底,魔术贴鞋,工装硬朗,夏季透气,40,女,广东省,是,9,否
678463532,鸿星尔克日常休闲四季通用,鸿星尔克,163,172,95,763,4419,94,网布透气,PU中底,套脚款式,日常休闲,四季通用,55,男,广东省,是,22,是
328721987,特步男鞋运动休闲冬季保暖,特步男鞋,151,156,97,892,1318,92,合成革鞋,EVA轻底,拉链鞋款,运动休闲,冬季保暖,41,女,安徽省,否,10,否
310428301,鸿星尔克日常休闲冬季保暖,鸿星尔克,165,214,77,1091,293,95,混合材质,混合鞋底,松紧带鞋,日常休闲,冬季保暖,35,女,安徽省,是,21,否
337985423,其他品牌运动休闲春季新款,其他品牌,99,146,68,157,82,95,高端飞织,橡胶大底,松紧带鞋,运动休闲,春季新款,34,男,福建省,否,12,是
300189005,耐克潮流运动休闲冬季保暖,耐克潮流,131,252,52,0,22929,91,飞织面料,EVA轻底,系带设计,运动休闲,冬季保暖,44,女,江苏省,是,5,是
358991522,特步男鞋复古潮鞋秋季百搭,特步男鞋,118,118,100,3252,846,93,高端飞织,EVA轻底,拉链鞋款,复古潮鞋,秋季百搭,52,男,江苏省,是,2,是
679823583,阿迪达斯简约百搭春季新款,阿迪达斯,99,102,97,3326,208,90,布面材质,混合鞋底,系带设计,简约百搭,春季新款,61,男,浙江省,是,15,否
205036848,回力经典潮流高街秋季百搭,回力经典,99,111,89,1296,502,97,网布透气,TPR鞋底,魔术贴鞋,潮流高街,秋季百搭,48,男,浙江省,是,14,否
712423028,其他品牌户外机能春季新款,其他品牌,180,209,86,34,2202,98,合成革鞋,PU中底,套脚款式,户外机能,春季新款,42,男,四川省,否,22,是
671872839,特步男鞋复古潮鞋冬季保暖,特步男鞋,111,198,56,547,4639,92,网布透气,EVA轻底,松紧带鞋,复古潮鞋,冬季保暖,60,男,山东省,否,17,否
195379091,回力经典运动休闲夏季透气,回力经典,233,256,91,385,1087,95,混合材质,PU中底,套脚款式,运动休闲,夏季透气,45,女,安徽省,否,13,否
191486827,李宁休闲简约百搭夏季透气,李宁休闲,144,215,67,4563,5892,92,真皮柔软,PU中底,松紧带鞋,简约百搭,夏季透气,43,男,河南省,是,23,是
366422779,回力经典潮流高街春季新款,回力经典,160,178,90,2271,1603,100,合成革鞋,EVA轻底,套脚款式,潮流高街,春季新款,52,男,广东省,是,16,否
975373330,耐克潮流简约百搭秋季百搭,耐克潮流,99,115,86,20,1397,98,网布透气,橡胶大底,拉链鞋款,简约百搭,秋季百搭,46,男,江苏省,是,7,否
313661439,鸿星尔克运动休闲春季新款,鸿星尔克,99,141,70,974,4481,92,布面材质,橡胶大底,魔术贴鞋,运动休闲,春季新款,45,女,安徽省,否,21,否
618328933,京东京造复古潮鞋春季新款,京东京造,99,124,80,671,2063,96,超纤皮鞋,TPR鞋底,系带设计,复古潮鞋,春季新款,53,女,山东省,是,0,否
282666355,斯凯奇潮简约百搭春季新款,斯凯奇潮,99,165,60,36,2578,97,网布透气,MD发泡底,系带设计,简约百搭,春季新款,49,女,河北省,否,7,是
657127677,其他品牌户外机能四季通用,其他品牌,153,161,95,60,959,99,飞织面料,PU中底,系带设计,户外机能,四季通用,30,男,广东省,否,0,否
116719168,斯凯奇潮潮流高街冬季保暖,斯凯奇潮,99,112,88,1002,1043,95,布面材质,TPR鞋底,拉链鞋款,潮流高街,冬季保暖,49,女,四川省,是,7,是
472077358,其他品牌运动休闲春季新款,其他品牌,144,197,73,363,1714,92,飞织面料,EVA轻底,系带设计,运动休闲,春季新款,55,女,山东省,是,7,是
674841352,耐克潮流复古潮鞋四季通用,耐克潮流,99,114,87,62,831,88,飞织面料,PU中底,系带设计,复古潮鞋,四季通用,44,女,河南省,是,23,是
526906545,回力经典工装硬朗夏季透气,回力经典,99,162,61,795,1034,96,真皮柔软,混合鞋底,拉链鞋款,工装硬朗,夏季透气,23,男,四川省,是,20,是
101117232,回力经典复古潮鞋春季新款,回力经典,99,116,85,1171,2673,91,超纤皮鞋,混合鞋底,拉链鞋款,复古潮鞋,春季新款,40,女,福建省,是,11,是
635028356,回力经典日常休闲四季通用,回力经典,99,132,75,2125,880,90,高端飞织,橡胶大底,松紧带鞋,日常休闲,四季通用,55,女,湖北省,是,1,是
252471575,京东京造日常休闲夏季透气,京东京造,100,111,90,1375,142,90,网布透气,EVA轻底,魔术贴鞋,日常休闲,夏季透气,56,女,湖北省,否,13,否
727295569,京东京造简约百搭夏季透气,京东京造,99,115,86,3902,1069,99,网布透气,TPR鞋底,拉链鞋款,简约百搭,夏季透气,52,女,浙江省,是,12,是
974732147,特步男鞋日常休闲夏季透气,特步男鞋,232,438,53,196,1956,93,布面材质,橡胶大底,系带设计,日常休闲,夏季透气,44,男,广东省,否,6,否
905056163,阿迪达斯工装硬朗夏季透气,阿迪达斯,304,563,54,0,927,94,飞织面料,混合鞋底,套脚款式,工装硬朗,夏季透气,33,女,福建省,是,3,是
962230310,安踏运动户外机能秋季百搭,安踏运动,224,448,50,4720,1948,94,布面材质,EVA轻底,套脚款式,户外机能,秋季百搭,47,女,浙江省,否,20,是
892440286,李宁休闲简约百搭四季通用,李宁休闲,167,327,51,12,9191,94,网布透气,混合鞋底,套脚款式,简约百搭,四季通用,34,女,江苏省,否,10,否
609869837,阿迪达斯运动休闲冬季保暖,阿迪达斯,111,218,51,532,804,96,真皮柔软,TPR鞋底,系带设计,运动休闲,冬季保暖,63,女,山东省,否,2,是
329013373,其他品牌潮流高街夏季透气,其他品牌,127,157,81,27,173,93,合成革鞋,EVA轻底,魔术贴鞋,潮流高街,夏季透气,56,女,河南省,是,15,否
500668676,鸿星尔克工装硬朗夏季透气,鸿星尔克,313,497,63,3470,8766,99,高端飞织,TPR鞋底,松紧带鞋,工装硬朗,夏季透气,30,男,山东省,是,22,是
237955710,耐克潮流简约百搭夏季透气,耐克潮流,196,251,78,1399,411,91,网布透气,EVA轻底,拉链鞋款,简约百搭,夏季透气,36,女,安徽省,否,10,否
449925359,京东京造简约百搭夏季透气,京东京造,145,201,72,4912,671,86,混合材质,TPR鞋底,魔术贴鞋,简约百搭,夏季透气,54,男,广东省,是,18,是
641189522,回力经典潮流高街四季通用,回力经典,99,125,79,25,992,94,超纤皮鞋,EVA轻底,套脚款式,潮流高街,四季通用,54,男,四川省,是,3,是
465042524,回力经典运动休闲四季通用,回力经典,139,172,81,556,291,96,合成革鞋,MD发泡底,拉链鞋款,运动休闲,四季通用,49,男,河南省,是,0,是
896179117,李宁休闲日常休闲秋季百搭,李宁休闲,116,157,74,680,1181,91,网布透气,EVA轻底,魔术贴鞋,日常休闲,秋季百搭,49,女,江苏省,否,16,是
561359081,安踏运动潮流高街夏季透气,安踏运动,182,280,65,3414,554,94,超纤皮鞋,MD发泡底,套脚款式,潮流高街,夏季透气,40,男,湖北省,是,23,否
604658336,京东京造工装硬朗四季通用,京东京造,311,404,77,1210,2670,90,合成革鞋,EVA轻底,系带设计,工装硬朗,四季通用,37,男,山东省,是,4,是
700303494,回力经典日常休闲四季通用,回力经典,127,190,67,49,1275,92,超纤皮鞋,TPR鞋底,拉链鞋款,日常休闲,四季通用,47,男,四川省,否,0,是
801645345,阿迪达斯户外机能夏季透气,阿迪达斯,99,109,91,1081,1081,95,真皮柔软,EVA轻底,系带设计,户外机能,夏季透气,43,女,河北省,否,23,否
225226851,其他品牌简约百搭冬季保暖,其他品牌,99,109,91,21,1283,91,飞织面料,橡胶大底,套脚款式,简约百搭,冬季保暖,64,女,安徽省,是,8,是
786271382,鸿星尔克运动休闲秋季百搭,鸿星尔克,99,157,63,991,360,98,合成革鞋,PU中底,松紧带鞋,运动休闲,秋季百搭,45,男,河南省,否,13,是
962870425,鸿星尔克复古潮鞋四季通用,鸿星尔克,115,209,55,33,2212,90,网布透气,EVA轻底,松紧带鞋,复古潮鞋,四季通用,42,男,山东省,是,23,是
968715219,回力经典简约百搭秋季百搭,回力经典,196,236,83,969,754,95,高端飞织,橡胶大底,松紧带鞋,简约百搭,秋季百搭,38,男,福建省,否,21,是
987238154,李宁休闲日常休闲四季通用,李宁休闲,128,164,78,1292,2644,90,真皮柔软,TPR鞋底,系带设计,日常休闲,四季通用,30,女,湖北省,否,21,否
929026088,斯凯奇潮工装硬朗夏季透气,斯凯奇潮,140,197,71,16,560,97,飞织面料,PU中底,魔术贴鞋,工装硬朗,夏季透气,40,女,浙江省,否,22,否
338836998,安踏运动运动休闲四季通用,安踏运动,123,135,91,1308,1190,94,网布透气,EVA轻底,魔术贴鞋,运动休闲,四季通用,50,女,江苏省,是,15,是
695389049,回力经典简约百搭四季通用,回力经典,114,190,60,24,888,97,网布透气,EVA轻底,松紧带鞋,简约百搭,四季通用,57,女,湖北省,否,16,否
723232114,李宁休闲户外机能夏季透气,李宁休闲,99,101,98,693,1058,96,布面材质,TPR鞋底,套脚款式,户外机能,夏季透气,49,男,广东省,是,10,是
255249758,回力经典运动休闲四季通用,回力经典,110,117,94,151,938,94,混合材质,混合鞋底,松紧带鞋,运动休闲,四季通用,60,男,山东省,否,18,是
215992107,阿迪达斯简约百搭四季通用,阿迪达斯,291,393,74,2627,395,92,合成革鞋,橡胶大底,系带设计,简约百搭,四季通用,55,男,广东省,否,3,否
580149407,李宁休闲工装硬朗冬季保暖,李宁休闲,177,227,78,42,585,92,网布透气,PU中底,魔术贴鞋,工装硬朗,冬季保暖,50,女,广东省,是,6,是
792538343,耐克潮流日常休闲秋季百搭,耐克潮流,110,129,85,547,3767,94,网布透气,PU中底,魔术贴鞋,日常休闲,秋季百搭,52,女,四川省,是,5,是
691432388,李宁休闲日常休闲冬季保暖,李宁休闲,99,177,56,145,1812,90,混合材质,橡胶大底,系带设计,日常休闲,冬季保暖,56,女,广东省,否,20,是
486615337,鸿星尔克潮流高街夏季透气,鸿星尔克,99,122,81,623,510,97,高端飞织,MD发泡底,系带设计,潮流高街,夏季透气,46,女,江苏省,是,10,否
914067926,回力经典潮流高街冬季保暖,回力经典,243,304,80,1131,1057,96,合成革鞋,TPR鞋底,松紧带鞋,潮流高街,冬季保暖,54,男,浙江省,否,17,是
740559351,其他品牌日常休闲夏季透气,其他品牌,215,265,81,274,173,85,超纤皮鞋,EVA轻底,魔术贴鞋,日常休闲,夏季透气,47,女,浙江省,是,17,是
765239350,斯凯奇潮复古潮鞋夏季透气,斯凯奇潮,495,669,74,99,1813,97,超纤皮鞋,PU中底,松紧带鞋,复古潮鞋,夏季透气,40,男,河南省,否,21,否
218347787,耐克潮流工装硬朗春季新款,耐克潮流,128,233,55,3346,1861,94,真皮柔软,TPR鞋底,系带设计,工装硬朗,春季新款,45,女,安徽省,否,22,是
264844341,其他品牌复古潮鞋春季新款,其他品牌,139,151,92,876,459,90,合成革鞋,PU中底,松紧带鞋,复古潮鞋,春季新款,35,女,河北省,否,14,是
260797828,阿迪达斯户外机能春季新款,阿迪达斯,99,122,81,362,4356,92,飞织面料,PU中底,松紧带鞋,户外机能,春季新款,46,男,山东省,是,22,否
228889371,鸿星尔克运动休闲秋季百搭,鸿星尔克,104,125,83,87,2040,97,超纤皮鞋,MD发泡底,拉链鞋款,运动休闲,秋季百搭,46,男,江苏省,是,11,是
878965465,安踏运动简约百搭夏季透气,安踏运动,145,169,86,686,329,94,超纤皮鞋,PU中底,系带设计,简约百搭,夏季透气,46,女,福建省,是,12,否
361764234,京东京造复古潮鞋秋季百搭,京东京造,99,119,83,54,1476,95,布面材质,TPR鞋底,系带设计,复古潮鞋,秋季百搭,45,女,四川省,否,20,是
872140228,回力经典复古潮鞋秋季百搭,回力经典,175,350,50,625,243,98,飞织面料,橡胶大底,松紧带鞋,复古潮鞋,秋季百搭,44,女,河北省,是,23,否
938224626,京东京造工装硬朗春季新款,京东京造,104,182,57,46,1211,96,高端飞织,MD发泡底,系带设计,工装硬朗,春季新款,44,男,河北省,是,11,是
824971181,安踏运动日常休闲四季通用,安踏运动,144,267,54,756,779,90,混合材质,EVA轻底,松紧带鞋,日常休闲,四季通用,53,女,湖北省,否,22,否
728796652,特步男鞋复古潮鞋四季通用,特步男鞋,99,127,78,1356,826,85,网布透气,橡胶大底,拉链鞋款,复古潮鞋,四季通用,50,女,四川省,否,13,否
329342741,京东京造日常休闲夏季透气,京东京造,99,148,67,1289,1219,100,真皮柔软,MD发泡底,套脚款式,日常休闲,夏季透气,51,男,河南省,否,9,是
975273143,安踏运动复古潮鞋秋季百搭,安踏运动,205,301,68,933,643,87,超纤皮鞋,EVA轻底,系带设计,复古潮鞋,秋季百搭,48,女,广东省,否,22,是
513257089,回力经典复古潮鞋春季新款,回力经典,99,132,75,28,881,99,合成革鞋,混合鞋底,松紧带鞋,复古潮鞋,春季新款,33,男,河北省,否,19,是
762595803,安踏运动运动休闲夏季透气,安踏运动,99,150,66,1041,4425,93,网布透气,MD发泡底,拉链鞋款,运动休闲,夏季透气,50,女,广东省,否,1,是
306218021,耐克潮流运动休闲春季新款,耐克潮流,309,312,99,33,180,93,布面材质,EVA轻底,松紧带鞋,运动休闲,春季新款,36,女,四川省,是,10,否
550797796,特步男鞋复古潮鞋四季通用,特步男鞋,102,167,61,138,826,97,混合材质,EVA轻底,魔术贴鞋,复古潮鞋,四季通用,46,男,福建省,否,6,否
109412035,斯凯奇潮工装硬朗冬季保暖,斯凯奇潮,99,138,72,140,2315,95,飞织面料,TPR鞋底,松紧带鞋,工装硬朗,冬季保暖,40,女,安徽省,是,20,否
586932211,鸿星尔克复古潮鞋夏季透气,鸿星尔克,194,216,90,4902,705,99,飞织面料,MD发泡底,魔术贴鞋,复古潮鞋,夏季透气,42,女,河北省,是,18,否
557482955,特步男鞋日常休闲夏季透气,特步男鞋,99,114,87,959,969,94,布面材质,TPR鞋底,魔术贴鞋,日常休闲,夏季透气,41,男,安徽省,是,13,是
238971028,耐克潮流运动休闲春季新款,耐克潮流,148,231,64,635,172,97,真皮柔软,EVA轻底,套脚款式,运动休闲,春季新款,42,女,安徽省,是,0,否
484329900,耐克潮流潮流高街冬季保暖,耐克潮流,99,136,73,4,190,95,飞织面料,MD发泡底,套脚款式,潮流高街,冬季保暖,64,男,江苏省,是,21,是
233755265,回力经典户外机能春季新款,回力经典,142,222,64,1028,4989,94,真皮柔软,混合鞋底,套脚款式,户外机能,春季新款,41,女,安徽省,否,1,是
872905565,阿迪达斯日常休闲秋季百搭,阿迪达斯,102,173,59,9,13327,94,网布透气,混合鞋底,套脚款式,日常休闲,秋季百搭,49,男,河北省,否,9,否
525575051,京东京造复古潮鞋秋季百搭,京东京造,99,155,64,946,299,96,布面材质,PU中底,魔术贴鞋,复古潮鞋,秋季百搭,48,女,浙江省,否,15,否
448207164,斯凯奇潮潮流高街春季新款,斯凯奇潮,99,129,77,39,2317,93,飞织面料,橡胶大底,拉链鞋款,潮流高街,春季新款,41,男,河北省,否,21,否
865190222,特步男鞋运动休闲春季新款,特步男鞋,99,127,78,4240,1639,92,高端飞织,MD发泡底,套脚款式,运动休闲,春季新款,41,女,广东省,否,13,否
270500922,鸿星尔克工装硬朗冬季保暖,鸿星尔克,99,114,87,10,35,100,布面材质,EVA轻底,魔术贴鞋,工装硬朗,冬季保暖,52,女,江苏省,是,7,否
457186940,阿迪达斯运动休闲四季通用,阿迪达斯,99,108,92,6,1022,92,飞织面料,PU中底,拉链鞋款,运动休闲,四季通用,61,男,浙江省,否,1,否
